Id,Name,NumBytes,Type,Min,Max,Multiplier,Units,Description,SupportedModels,Groups
576,Geofence zone 77,1,Unsigned,0,1,1,,"0 – target left zone
1 – target entered zone","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
577,Geofence zone 78,1,Unsigned,0,1,1,,"0 – target left zone
1 – target entered zone","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
578,Geofence zone 79,1,Unsigned,0,1,1,,"0 – target left zone
1 – target entered zone","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
579,Geofence zone 80,1,Unsigned,0,1,1,,"0 – target left zone
1 – target entered zone","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
580,Geofence zone 81,1,Unsigned,0,1,1,,"0 – target left zone
1 – target entered zone","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
581,Geofence zone 82,1,Unsigned,0,1,1,,"0 – target left zone
1 – target entered zone","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
582,Geofence zone 83,1,Unsigned,0,1,1,,"0 – target left zone
1 – target entered zone","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
583,Geofence zone 84,1,Unsigned,0,1,1,,"0 – target left zone
1 – target entered zone","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
584,Geofence zone 85,1,Unsigned,0,1,1,,"0 – target left zone
1 – target entered zone","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
585,Geofence zone 86,1,Unsigned,0,1,1,,"0 – target left zone
1 – target entered zone","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
585,BLE Devices,-1,Hex,0,0,1,,"Data structure:
Number of beacons: 1 Byte
MAC Adress: 6 Bytes
RSSI: 1 Byte
Slot: 1 Byte
Main size: 1 Byte
Main Data: 0-32 Bytes
Additional Data size: 1 Byte
Additional Data: 0-32 Bytes","GH5200, TAT100, TAT140, TAT141, TAT240, TFT100, TMT250, TST100",Bluetooth Low Energy
586,Geofence zone 87,1,Unsigned,0,1,1,,"0 – target left zone
1 – target entered zone","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
587,Geofence zone 88,1,Unsigned,0,1,1,,"0 – target left zone
1 – target entered zone","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
588,Geofence zone 89,1,Unsigned,0,1,1,,"0 – target left zone
1 – target entered zone","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
589,Geofence zone 90,1,Unsigned,0,1,1,,"0 – target left zone
1 – target entered zone","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
590,Geofence zone 91,1,Unsigned,0,1,1,,"0 – target left zone
1 – target entered zone","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
591,Geofence zone 92,1,Unsigned,0,1,1,,"0 – target left zone
1 – target entered zone","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
592,Geofence zone 93,1,Unsigned,0,1,1,,"0 – target left zone
1 – target entered zone","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
593,Geofence zone 94,1,Unsigned,0,1,1,,"0 – target left zone
1 – target entered zone","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
594,Geofence zone 95,1,Unsigned,0,1,1,,"0 – target left zone
1 – target entered zone","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
595,Geofence zone 96,1,Unsigned,0,1,1,,"0 – target left zone
1 – target entered zone","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
596,Geofence zone 97,1,Unsigned,0,1,1,,"0 – target left zone
1 – target entered zone","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
597,Geofence zone 98,1,Unsigned,0,1,1,,"0 – target left zone
1 – target entered zone","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
598,Geofence zone 99,1,Unsigned,0,1,1,,"0 – target left zone
1 – target entered zone","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
599,Geofence zone 100,1,Unsigned,0,1,1,,"0 – target left zone
1 – target entered zone","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
600,ADAS Speed,1,Unsigned,0,255,1,km/h,Speed taken from ADAS 0-255km/h,"FMB640, FMB641, FMC640, FMM640, FMM650",Cameras/Video
601,ADAS Left turn signal,1,Unsigned,0,1,1,,"Left turn signal indication:
0x00 - None
0x01 - Left turn signal On","FMB640, FMB641, FMC640, FMM640, FMM650",Cameras/Video
603,ADAS Brake signal,1,Unsigned,0,1,1,,"Break:
0x00 - None
0x01 - Break On","FMB640, FMB641, FMC640, FMM640, FMM650",Cameras/Video
604,ADAS RPM,2,Unsigned,0,65535,1,,RPM taken from ADAS,"FMB640, FMB641, FMC640, FMM640, FMM650",Cameras/Video
605,ADAS LDW Left,1,Unsigned,0,3,1,,"Lane departure warning Left:
0x00 - None
0x01 - Recognised 
0x02 - Left LDW event
0x03 - Function disable","FMB640, FMB641, FMC640, FMM640, FMM650",Cameras/Video
606,ADAS LDW Right,1,Unsigned,0,3,1,,"Lane departure warning Right:
0x00 - None
0x01 - Recognised 
0x02 - Right LDW event
0x03 - Function disable","FMB640, FMB641, FMC640, FMM640, FMM650",Cameras/Video
607,ADAS Left distance,2,Unsigned,0,255,1,cm,Lenght of left lane (cm),"FMB640, FMB641, FMC640, FMM640, FMM650",Cameras/Video
608,ADAS Right distance,2,Unsigned,0,255,1,cm,Lenght of right lane (cm),"FMB640, FMB641, FMC640, FMM640, FMM650",Cameras/Video
609,ADAS Time till collision,1,Unsigned,0,255,0,s,Time till collision (e.g. 100->10s),"FMB640, FMB641, FMC640, FMM640, FMM650",Cameras/Video
610,ADAS Safety distance alert,1,Unsigned,0,3,1,,"Safety distance alert:
0x00 - None
0x01 - Recognised (ahead vehicle)
0x02 - SDA event
0x03 - Function disabled","FMB640, FMB641, FMC640, FMM640, FMM650",Cameras/Video
611,ADAS Front vehicle start alarm,1,Unsigned,0,3,1,,"Front vehicle start alarm:
0x00 - None
0x02 - FVSA event
0x03 - Function disabled","FMB640, FMB641, FMC640, FMM640, FMM650",Cameras/Video
612,ADAS Front proximity warning,1,Unsigned,0,3,1,,"Front proximity warning:
0x00 - None
0x02 - FPW event
0x03 - Function disabled","FMB640, FMB641, FMC640, FMM640, FMM650",Cameras/Video
613,ADAS Front collision warning,1,Unsigned,0,3,1,,"Front proximity warning
0x00 - None
0x02 - FCW event
0x03 - Function disabled","FMB640, FMB641, FMC640, FMM640, FMM650",Cameras/Video
614,ADAS PCW,1,Unsigned,0,3,1,,"Pedestrian collision warning:
0x00 - None
0x01 - Recognized
0x02 - PCW event
0x03 - Function disabled","FMB640, FMB641, FMC640, FMM640, FMM650",Cameras/Video
615,ADAS Record,1,Unsigned,0,2,1,,"Recording state:
0x00 - None
0x01 - Recording (Mic Off)
0x02 - Recording (Mic On)","FMB640, FMB641, FMC640, FMM640, FMM650",Cameras/Video
616,ADAS Error code,1,Unsigned,0,2,1,,"ADAS camera error code:
0x00 - None
0x01 - Low visibility
0x02 - Camera blocked","FMB640, FMB641, FMC640, FMM640, FMM650",Cameras/Video
617,ADAS Ahead distance,2,Unsigned,0,150,1,m,"Distance to ahead object 0-150m, 255 - None","FMB640, FMB641, FMC640, FMM640, FMM650",Cameras/Video
618,ADAS Ahead speed,2,Unsigned,-128,126,1,km/h,Speed of object ahead,"FMB640, FMB641, FMC640, FMM640, FMM650",Cameras/Video
619,ADAS SLR state,1,Unsigned,0,3,1,,"Speed limit recognition state:
0x00 - None
0x02 - Over speed Event
0x03 - Function Disabled","FMB640, FMB641, FMC640, FMM640, FMM650",Cameras/Video
620,ADAS SLR Recognise,1,Unsigned,0,120,1,km/h,Speed limit recognised: 0 - None,"FMB640, FMB641, FMC640, FMM640, FMM650",Cameras/Video
621,ADAS SLR Sensitivity,1,Unsigned,0,255,1,%,"Speed limit recognition sensitivity %, 255 - reserved for unknown","FMB640, FMB641, FMC640, FMM640, FMM650",Cameras/Video
622,Frequency DIN1,2,Unsigned,0,65535,0.1,Hz,Frequency of input signal present on DIN1,"FM3001, FM3010, FMB001, FMB002, FMB003, FMB010, FMB020, FMB100, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB202, FMB204, FMB206, FMB207, FMB208, FMB209, FMB225, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC120, FMC122, FMC125, FMC130, FMC225, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM800, FMM80A, FMM880, FMM920, FMP100, FMP1M1, FMT100, FMU120, FMU122, FMU125, FMU126, FMU130, GH5200, MSP500, MTB100, TFT100, TMT250",Permanent I/O elements
623,Frequency DIN2,2,Unsigned,0,65535,0.1,Hz,Frequency of input signal present on DIN2,"FM3001, FM3010, FMB001, FMB002, FMB003, FMB010, FMB020, FMB100, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB202, FMB204, FMB206, FMB207, FMB208, FMB209, FMB225, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC120, FMC122, FMC125, FMC130, FMC225, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM800, FMM80A, FMM880, FMM920, FMP100, FMP1M1, FMT100, FMU120, FMU122, FMU125, FMU126, FMU130, GH5200, MSP500, MTB100, TFT100, TMT250",Permanent I/O elements
636,UMTS/LTE Cell ID,4,Unsigned,0,0,1,,,"FM3001, FMB001, FMB002, FMB003, FMB010, FMB020, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB208, FMB209, FMB225, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM80A, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100",Permanent I/O elements
636,LTE Cell ID,4,Unsigned,0,4294967295,1,,LTE Cell ID,"GH5200, TAT100, TAT140, TAT141, TAT240, TFT100, TMT250, TST100",Permanent I/O elements
637,Wake Reason,1,Unsigned,0,1,1,,True if device was woken by RTC alarm,"FM3001, FMB001, FMB002, FMB003, FMB010, FMB020, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB208, FMB209, FMB225, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM80A, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100",Permanent I/O elements
652,SSF KeyInIgnitionLock,1,Unsigned,0,1,1,,"0 - No key in lock
1 - Key in lock","FM3001, FMB001, FMB002, FMB003, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB202, FMB204, FMB208, FMB209, FMB225, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC225, FMC800, FMC920, FMM001, FMM003, FMM125, FMM130, FMM800, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100","ALLCAN300, CANCONTROL"
653,SSF Handbrake Is Active,1,Unsigned,0,1,1,,"0 - Handbrake inactive
1 - Handbrake active","FM3001, FMB001, FMB002, FMB003, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB208, FMB209, FMB225, FMB250, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100","ALLCAN300, CANCONTROL"
654,SSF Front Left Door Open,1,Unsigned,0,1,1,,"0 - Closed
1 - Open","FM3001, FMB001, FMB002, FMB003, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB208, FMB209, FMB225, FMB250, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100","ALLCAN300, CANCONTROL, LVCAN"
655,SSF Front Right Door Open,1,Unsigned,0,1,1,,"0 - Closed
1 - Open","FM3001, FMB001, FMB002, FMB003, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB208, FMB209, FMB225, FMB250, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100","ALLCAN300, CANCONTROL, LVCAN"
656,SSF Rear Left Door Open,1,Unsigned,0,1,1,,"0 - Closed
1 - Open","FM3001, FMB001, FMB002, FMB003, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB208, FMB209, FMB225, FMB250, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100","ALLCAN300, CANCONTROL, LVCAN"
657,SSF Rear Right Door Open,1,Unsigned,0,1,1,,"0 - Closed
1 - Open","FM3001, FMB001, FMB002, FMB003, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB208, FMB209, FMB225, FMB250, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100","ALLCAN300, CANCONTROL, LVCAN"
658,SSF Trunk Door Open,1,Unsigned,0,1,1,,"0 - Closed
1 - Open","FM3001, FMB001, FMB002, FMB003, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB208, FMB209, FMB225, FMB250, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100","ALLCAN300, CANCONTROL, LVCAN"
659,SSF Neutral Gear Active (automatic gear box),1,Unsigned,0,1,1,,"0 - Inactive
1 - Active","FM3001, FMB001, FMB002, FMB003, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB208, FMB209, FMB225, FMB250, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100","ALLCAN300, CANCONTROL"
660,SSF Parking Gear Active (automatic gear box),1,Unsigned,0,1,1,,"0 - Inactive
1 - Active","FM3001, FMB001, FMB002, FMB003, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB208, FMB209, FMB225, FMB250, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100","ALLCAN300, CANCONTROL"
661,SSF Reverse Gear Active,1,Unsigned,0,1,1,,"0 - Inactive
1 - Active","FM3001, FMB001, FMB002, FMB003, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB208, FMB209, FMB225, FMB250, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100","ALLCAN300, CANCONTROL"
662,SSF Car Is Closed,1,Unsigned,0,1,1,,"0 - Closed
1 - Open","FM3001, FMB001, FMB002, FMB003, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB208, FMB209, FMB225, FMB250, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100","ALLCAN300, CANCONTROL"
665,ADAS SD card status,1,Unsigned,0,4,1,,"SD card status:
0x00 – SD inserted, normal operation
0x01 – SD card not detected / not mounted
0x02 – SD card not supported / faulty
0x03 – SD card needs formatting
0x04 – SD card inserted, not available / being formatted.","FMB640, FMB641, FMC640, FMM640, FMM650",Cameras/Video
666,ADAS camera state,1,Unsigned,0,9,1,,"MDAS9 camera state:
0x00 – Unknown
0x01 – Not configured
0x02 – Ready
0x03 – No communication
0x04 – Updating FW
0x05 – Downloading snapshot
0x06 – Downloading video
0x07 – Uploading to server
0x08 – Rebooting
0x09 – Remounting SD","FMB640, FMB641, FMC640, FMM640, FMM650",Cameras/Video
667,ADAS record data,16,Hex,0,0,1,,"uint32_t unix_ts;
uint32_t latitude;
uint32_t longitude;
uint8_t file_type;
uint8_t trigger;
uint8_t video_len;
uint8_t error;","FMB640, FMB641, FMC640, FMM640, FMM650",Cameras/Video
701,BLE 1 Temperature,2,Signed,-400,1250,0.1,°C,"Degrees ( °C ), -40 - +125; Error codes:4000 - abnormal sensor state3000 - sensor not found2000 - failed sensor data parsing","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Permanent I/O elements
702,BLE 2 Temperature,2,Signed,-400,1250,0.1,°C,"Degrees ( °C ), -40 - +125; Error codes:4000 - abnormal sensor state3000 - sensor not found2000 - failed sensor data parsing","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Permanent I/O elements
703,BLE 3 Temperature,2,Signed,-400,1250,0.1,°C,"Degrees ( °C ), -40 - +125; Error codes:4000 - abnormal sensor state3000 - sensor not found2000 - failed sensor data parsing","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Permanent I/O elements
704,BLE 4 Temperature,2,Signed,-400,1250,0.1,°C,"Degrees ( °C ), -40 - +125; Error codes:4000 - abnormal sensor state3000 - sensor not found2000 - failed sensor data parsing","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Permanent I/O elements
705,BLE 1 Battery Voltage,1,Unsigned,0,100,1,%,Battery voltage of sensor #1,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Permanent I/O elements
706,BLE 2 Battery Voltage,1,Unsigned,0,100,1,%,Battery voltage of sensor #2,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Permanent I/O elements
707,BLE 3 Battery Voltage,1,Unsigned,0,100,1,%,Battery voltage of sensor #3,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Permanent I/O elements
708,BLE 4 Battery Voltage,1,Unsigned,0,100,1,%,Battery voltage of sensor #4,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Permanent I/O elements
709,BLE 1 Humidity,2,Unsigned,0,1000,0.1,%RH,Humidity as measured by sensor,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Permanent I/O elements
710,BLE 2 Humidity,2,Unsigned,0,1000,0.1,%RH,Humidity as measured by sensor,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Permanent I/O elements
711,BLE 3 Humidity,2,Unsigned,0,1000,0.1,%RH,Humidity as measured by sensor,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Permanent I/O elements
712,BLE 4 Humidity,2,Unsigned,0,1000,0.1,%RH,Humidity as measured by sensor,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Permanent I/O elements
713,BLE Sensor Custom 1,8,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
714,BLE Sensor Custom 2,8,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
715,BLE Sensor Custom 3,8,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
716,BLE Sensor Custom 4,8,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
717,BLE Illum 1,2,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
718,BLE Illum 2,2,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
719,BLE Illum 3,2,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
720,BLE Illum 4,2,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
721,BLE LLS Fuel 1,2,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
722,BLE LLS Fuel 2,2,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
723,BLE LLS Fuel 3,2,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
724,BLE LLS Fuel 4,2,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
725,BLE Freq 1,4,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
726,BLE Freq 2,4,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
727,BLE Freq 3,4,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
728,BLE Freq 4,4,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
729,BLE Sensor Custom 12,4,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
730,BLE Sensor Custom 13,4,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
731,BLE Sensor Custom 14,4,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
732,BLE Sensor Custom 15,4,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
733,BLE Sensor Custom 22,4,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
734,BLE Sensor Custom 23,4,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
735,BLE Sensor Custom 24,4,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
736,BLE Sensor Custom 25,4,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
737,BLE Sensor Custom 32,4,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
738,BLE Sensor Custom 33,4,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
739,BLE Sensor Custom 34,4,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
740,BLE Sensor Custom 35,4,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
741,BLE Sensor Custom 42,4,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
742,BLE Sensor Custom 43,4,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
743,BLE Sensor Custom 44,4,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
744,BLE Sensor Custom 45,4,Unsigned,0,0,1,,,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",BLE elements
755,OEM Remaining distance,2,Unsigned,0,65535,1,km,Remaining distance until fuel tank empty or battery (EV) depleted,"FM3001, FMB001, FMB002, FMB003, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB208, FMB209, FMB225, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100",OBD OEM elements
759,Fuel Type,1,Unsigned,0,255,1,,"0 Not available
1 Gasoline
2 Methanol
3 Ethanol
4 Diesel
5 LPG
6 CNG
7 Propane
8 Electric
9 Bifuel running Gasoline
10 Bifuel running Methanol
11 Bifuel running Ethanol
12 Bifuel running LPG
13 Bifuel running CNG
14 Bifuel running Propane
15 Bifuel running Electricity
16 Bifuel running electric and combustion engine
17 Hybrid gasoline
18 Hybrid Ethanol
19 Hybrid Diesel
20 Hybrid Electric
21 Hybrid running electric and combustion engine
22 Hybrid Regenerative
23 Bifuel running diesel","FM3001, FMB001, FMB002, FMB003, FMB010, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB206, FMB208, FMB209, FMB225, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100",OBD elements
800,Extended External Voltage,4,Unsigned,0,0,1,V,"IO element is used to measure External Voltage, when External Voltage is > 65 V.","GH5200, TAT100, TAT140, TAT141, TAT240, TFT100, TMT250, TST100",Permanent I/O elements
801,Park Brake,1,Unsigned,0,3,1,,"Park Brake IO element is used to indicate if parking brake is active, according to CAN signal. 
0 - Disengaged
1 - Engaged
2 - Error
3 - Unused",TFT100,CAN BOSCH
802,Selected,1,Unsigned,0,3,1,,"Charger state IO element is indicaiting current charger state, according to signal on CAN line.
0 - Disconnected
1 - Connected
2 - Error
3 - Unused",TFT100,CAN BOSCH
803,Selected Charge Mode,1,Unsigned,0,1,1,,"Selected Charge mode IO element is indicating which charge mode is currently in use, according to signal on CAN line.
0 - Default 
1 - Fast",TFT100,CAN BOSCH
804,Charger Voltage,2,Unsigned,0,200000,1,mV,Charger Voltage Setpoint,TFT100,CAN BOSCH
